ID DEL CENTRO,NOMBRE DEL ESTABLECIMIENTO,DIRECCIÓN DEL CENTRO,TIPO DE CENTRO,REGIONAL DE SALUD,PROVINCIA,MUNICIPIO,SECTOR,AÑO DE APERTURA,COORD. LATITUD,COORD. LONGITUD
1269,LOS ROBLES,CARRETERA NEIBA LOS ROBLES,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BAHORUCO,TAMAYO,LOS ROBLES,2011,18.3298,-71.1753
1360,ASCOM,CARRETERA ENGOMBE 17 HERRERA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,ASCOM 1,2011,18.45,-69.98
1482,LAS GAVIOTAS,CALLE LAS GABIOTAS NO 4 LOS ALCARRIZOS,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,LOS ALCARRIZOS,GAVIOTA 1,2011,18.509123,-70.0117297
1515,CPNA BOCA CHICA II,C7 SAN ANDRES BOCA CHICA N0 100,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,BOCA CHICA,BOCA CHICA CENTRO,2011,18.4347,-69.6334
1608,CENTRO DIAGNOSTICO MONTE PLATA,CALLE PUERTO PLATA ESQUINA SAN ANTONIO,CENTRO DIAGNOSTICO,HIGUAMO,MONTE PLATA,MONTE PLATA,VIETNAM,2011,18.8103,-69.7875
1695,CPNA GUERRA,CALLE LA CULEBRA NO 3 URBANIZACION SAN ANTONIO DE GUERRA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SAN ANTONIO DE GUERRA,GUERRA CENTRO 1,2011,18.5532209,-69.7092913
1697,CPNA SAN JOSE LA BARQUITA,C PADRE ALEGRIA 32 LA BARQUITA DE LOS MINA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,PADRE GREGORIO ALEGRIA,2011,18.516758,-69.868946
1883,CARVAJAL,CALLE CARVJAL AL LADO DE LA ESCUELA HATO DAMAS DM SAN CRISTOBAL,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,CARVAJAL,2011,18.4197,-70.1151
1984,CENTRO DE CORRECCION Y REHABILITACION ANAMUYA,CARRETERA PRINCIPAL ANAMUYA,CONSULTORIO,YUMA,LA ALTAGRACIA,HIGÜEY,ANAMUYA,2011,18.6282,-68.6956
85,VILLA TAPIA,C DUARTE 34 POLANCO VILLA TAPIA,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NORDESTE,HERMANAS MIRABAL,VILLA TAPIA,URBANO VILLA TAPIA 2,2012,19.307666,-70.422247
129,HONDO VALLE,AV DUARTE NO 33,HOSPITAL MEDIANA COMPLEJIDAD,EL VALLE,ELIAS PIÑA,HONDO VALLE,HONDO VALLE 1,2012,18.715122,-71.695067
159,CEVICOS,CALLE PRINCIPAL CEVICOS PROVINCIA SANCHEZ RAMIREZ RD,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO SUR,SANCHEZ RAMIREZ,CEVICOS,CEVICOS URBANO,2012,19.010435,-69.989657
225,MAMONCITO,CARRETERA DE MAMONCITO 45 MAMONCITO MONCION SANTIAGO RODRIGUEZ,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,SANTIAGO RODRIGUEZ,MONCION,MAMONCITO,2012,19.4202,-71.1408
247,CENTRO DE SALUD MAIMON,CALLE PADRE FANTINO AL LADO DEL HOSPITAL MAIMON,CENTRO DE PRIMER NIVEL,CIBAO SUR,MONSEÑOR NOUEL,MAIMON,BUENOS AIRES 1,2012,18.90239,-70.26685
306,CENTRO DE PRIMER NIVEL VILLA LIBERACION,CALLE MEDIO AMBIENTE NO 05 BARRIO VILLA LIBERACION,CENTRO DE PRIMER NIVEL,CIBAO SUR,MONSEÑOR NOUEL,BONAO,VILLA LIBERACION,2012,18.951204,-70.415085
307,CENTRO DE SALUD CAÑO PIEDRA,CALLE LA BASE  AL LADO DE LA ANTENA CANO PIEDRA,CENTRO DE PRIMER NIVEL,CIBAO SUR,MONSEÑOR NOUEL,BONAO,CAÑO PIEDRA,2012,19.000967,-70.441735
408,SAN BARTOLO,CALLE SAN BARTOLO ENTRANDO POR CABEZA DEL LIMPIO,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,JIMA ABAJO,SAN BARTOLO,2012,19.15616,-70.36494
412,LAS 7S,AUTOPISTA DUARTE LA VEGA SANTO DOMINGO LAS 7S,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,LAS 7S,2012,19.183061,-70.4993
433,LA ATALAYA,LA ATALAYA DISTRITO MUNCIPAL CABALLERO,CENTRO DE PRIMER NIVEL,CIBAO SUR,SANCHEZ RAMIREZ,COTUI,LA ATALAYA,2012,18.981348,-70.286072
435,PIÑA VIEJA,CALLE DUARTE PINA VIEJA FANTINO,CENTRO DE PRIMER NIVEL,CIBAO SUR,SANCHEZ RAMIREZ,FANTINO,PIÑA VIEJA,2012,19.124745,-70.309275
458,PEDRO FCO BONO,CALLE PEDRO FCO BONO LOS MULTIS COTUI,CENTRO DE PRIMER NIVEL,CIBAO SUR,SANCHEZ RAMIREZ,COTUI,SECTOR PEDRO FRANCISCO BONO,2012,19.039771,-70.145524
460,CENTRO DIAGNOSTICO ESPECIALIZADO COTUI,CALLE MELLA FRENTE AL HOSPITAL PUBLICO,CENTRO DIAGNOSTICO,CIBAO SUR,SANCHEZ RAMIREZ,COTUI,SECTOR LOS MINEROS,2012,19.04934,-70.151538
501,FINCA 6,CALLE SANTA LUCIA ESQ ANTONIO GUZMAN,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,AZUA,FINCA 6,2012,18.428,-70.726366
569,JUAN DE HERRERA,CARRETERA ANACAONA NO 33,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,JUAN DE HERRERA,JUAN DE HERRERA 1,2012,18.8747,-71.2394
594,CONANI,CALLE 5 GREGORIO LUPERON,CONSULTORIO,CIBAO NORTE,PUERTO PLATA,PUERTO PLATA,CONANI,2012,19.794894,-70.704798
666,LA CIDRA,C PRINCIPAL LA CIDRA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,JANICO,LA CIDRA,2012,19.2001451,-70.7005179
745,MARINA GIL MONTE ADENTRO,CALLE PRINCIPAL MONTE ADENTRO PROXIMO A LA ESCUELA,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,SALCEDO,MONTE ADENTRO,2012,19.4057,-70.4207
746,MIREYA LANTIGUA LAS CUEVAS,CALLE PRINCIPAL LAS CUEVAS,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,SALCEDO,LAS CUEVAS,2012,19.3558,-70.4065
844,EL ALGARROBO,CARRETERA PRINCIPAL EL ALGARROBO FRENTE AL COLMADO LA CASA DIOS,CENTRO DE PRIMER NIVEL,CIBAO NORTE,ESPAILLAT,MOCA,EL ALGARROBO,2012,19.4008952,-70.4569983
867,PALMAR GRANDE,CARRETERA QUEBRADA HONDA ALTAMIRA DESPUES DE CHOCAL ENTRANDO POR LA BANCA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,ALTAMIRA,PALMAR GRANDE,2012,19.7015,-70.8279
876,MANUEL RODRIGUEZ,AUTOPISTA DUARTE AL LADO DE REFRESCO IMPERIO,CENTRO DE PRIMER NIVEL,CIBAO NORTE,ESPAILLAT,MOCA,MANUEL RODRIGUEZ,2012,19.3943,-70.5233
877,LA ERMITA,CARRETERA MOCA SAN VICTOR,CENTRO DE PRIMER NIVEL,CIBAO NORTE,ESPAILLAT,MOCA,LA ERMITA,2012,19.43,-70.53
878,CEIBA DE MADERA,CARRETERA PRINCIPAL SAN VICTOR CEIBA DE MADERA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,ESPAILLAT,MOCA,LA ERMITA,2012,19.3924,-70.5233
890,EL CERCADO,CARRETERA LAS GUAZUMAS LA BAJADA,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,EL CERCADO,2012,19.33069,-70.2028
896,LAS GUAZUMAS,CARRETERA PRINCIPAL LAS GUAZUMAS AL LADO DEL PLAY,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,LA GUAZUMA,2012,19.31027,-70.23959
918,SABANA TORO,CARRETERA PRINCIPAL SABANA TORO FRENTE AL DESTACAMENTO POLICIAL,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,SABANA TORO 1,2012,18.4278,-70.1219
928,VILLA FUNDACION,AUTOPISTE 6 DE NOVIEMBRE SAN CRISTOBAL ENTRANDO A MANO DERECHA EN LA MANZANA 13 DE VILLA FUNDACION SAN CRISTOBAL,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,VILLA FUNDACION 1,2012,18.42606,-70.1259
936,NARANJO DULCE,CARRETERA SAN FRANCISCO RANCHO ABAJO,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,NARANJO DULCE,2012,19.3413,-70.2206
943,MADRE VIEJA CENTRO,BARRIO CONCENTRACION CALLE PEDRO ANTONIO ANTES DEL HOTEL MADRE VIEJA SUR,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,MADRE VIEJA NORTE 1,2012,18.4216,-70.103
945,SAN MIGUEL,CARRETERA PRINCIPAL SAN MIGUEL,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,SAN MIGUEL 1,2012,18.4229,-70.0671
946,ESTEBANIA BORINQUE,CALLE PRINCIPAL SECTOR ESTEBANIA BORINQUE NO 16,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,ESTEBANIA BORINQUE,2012,18.4053,-70.0817
1008,LAVAPIES,CALLE 12 ESQUINA LOS REGIDORES LAVAPIES SAN CRISTOBAL,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,LAVA PIES 1,2012,18.40154,-70.1075
1016,LAS CASITAS,CARRETERA PRINCIPAL NAJAYO ARRIBA FRENTE A LAS CASITAS A MANO IZQUIERDA ENTRANDO POR LA BANCA LA ALTAGRACIA,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,LA ALTAGRACIA 1,2012,18.6666,-70.1666
1027,EL LIMONAL,CALLE DUVERGE NO 150,CENTRO DE PRIMER NIVEL,VALDESIA,SAN JOSE DE OCOA,SABANA LARGA,EL LIMONAL,2012,18.589884,-70.499204
1039,CAJUILITO,CALLE PRINCIPAL NO 10 EL CAJUILITO DISTRITO MUNICIPIO EL CARRIL,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,BAJOS DE HAINA,EL CAJUILITO,2012,18.4287,-70.0516
1122,VILLA CENTRO DEL PUEBLO,CALLE 30 DE MARZO NO 67 VILLA ALTAGRACIA,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,VILLA ALTAGRACIA,VILLA CENTRO,2012,18.5974,-70.1989
1127,VILLA DAVID,CALLE FERMINA RIVERA ESQ CALLE 3 LAS COLINAS,CENTRO DE PRIMER NIVEL,VALDESIA,PERAVIA,BANI,LAS COLINAS,2012,18.29,-70.35
1292,MILAGROS DE JESUS,CALLE RESTAURACION NO 79,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,PUEBLO NUEVO 1,2012,18.4053,-70.1144
1344,CENTRO DE APOYO DIAGNOSTICO LA VEGA,CALLE BENITO MONCION NO 23,CENTRO DIAGNOSTICO,CIBAO SUR,LA VEGA,LA VEGA,LAS MARAS 2,2012,19.2214,-70.5277
1380,CPNA LOS TANQUECITOS,CALLE MANUEL JIMENEZ AL LADO DEL CUARTEL POLICIAL LOS TANQUESITOS BOCA CHICA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,BOCA CHICA,BOCA CHICA CENTRO,2012,18.456539,-69.628962
1407,CPNA LA JAVILLA,CALLE BLAS HINOJOSA AL FINAL AL FINAL,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,LA JAVILLA,2012,18.5344,-69.8851
1410,CPNA LA UNION,CALLE ALTAGRACIA 1 LA VICTORIA EN EL PARQUEO DEL HOSPITAL DE LA VICTORIA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,LA UNION,2012,18.587,-69.8432
1457,CPNA LOS FRAILES III,CALLE DIAGONAL 1RO LOS MOLINOS  FRAILES III,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS MOLINOS ,2012,18.4739837,-69.7878265
1493,RUBEN DARIO CABRERA MENA,C PRINCIPAL SALAMANCA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,PEDRO BRAND,RESPALDO LAS MERCEDES ,2012,18.472832,-69.9919348
1525,CPNA HAINAMOSA,CALLE  9 LOS MOLINOS DE HAINAMOSA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,HAINAMOSA 1,2012,18.5213,-69.8304
1561,CPNA LA ISABELITA,C PRIMERA NO 90 ENSANCHE ISABELITA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,ISABELITA 1-9,2012,18.478418,-69.843476
1586,CPNA SAN ISIDRO,CARRETERA MELLA KM 18 SAN ISIDRO,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,SAN ISIDRO 1 EL BONITO,2012,18.5276489,-69.7561874
1660,MATANZAS,DESPUES DE LA ESCUELA BASICA CARRETERA MATANZAS NO 11,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,PUÑAL,ALTO DE MATANZAS,2012,19.412591,-70.67629
1708,CENTRO CLINICO Y DE DIAGNOSTICO DE ATENCION PRIMARIA FE Y ESPERANZA,CALLE PROYECTO ESQUINA AVENIDA HIPICA,CENTRO DIAGNOSTICO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,JEHOVA SHALOM,2012,18.4927373,-69.7770282
1729,CENTRO DE ATENCION PRIMARIA MOVEARTE,JOSE CONTRERAS CASI ESQUINA LUPERON,CONSULTORIO,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,MOVEARTE,2012,18.4334204,-69.9839484
1745,CENTRO UNIVERSITARIO DE NAGUA,CARRETERA NAGUA  SAN FRANCISCO KM 2,CONSULTORIO,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,NAGUA,URBANA OESTE 1,2012,19.354002,-69.854779
1857,ANGELES DE CONANI HOGARES LUBBY,C RESTAURACION NO 161  FRENTE A PROFAMILIA SANTIAGO REP DOM,CONSULTORIO,CIBAO NORTE,SANTIAGO,SANTIAGO,LA JOYA 1,2012,19.4532,-70.7081
81,SAN VICENTE DE PAUL,CALLE CRISTINO ZENO ESQ LUPERON 17,HOSPITAL ALTA COMPLEJIDAD,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,SAN VICENTE 1,2013,19.305187,-70.25579
156,VILLA LA MATA,C PRINCIPAL LOS HIGUEROS LAS MATAS COTUI,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO SUR,SANCHEZ RAMIREZ,LA MATA,MONTE ADENTRO,2013,19.101013,-70.158283
161,JIMA ABAJO,C LA FRONTERA LOS CERROS JIMA ABAJO LA VEGA,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO SUR,LA VEGA,JIMA ABAJO,JIMA ABAJO 1,2013,19.108553,-70.370683
163,PARTIDO,C PRINCIPAL PARTIDO ARRIBA S N,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NOROESTE,DAJABON,PARTIDO,PARTIDO 1,2013,19.476748,-71.54446
212,LOS RESTAURADORES,CALLE 20 DE JUNIO DETRAS DE OBRA PUBLICA SECTOR LOS RESTAURADORES,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,VALVERDE,MAO,LOS RESTAURADORES,2013,19.5581,-71.1127
403,MARCOS GUERRERO CPN PONTON,CARRETERA PRINCIPAL LA SABANA PONTON SN DETRAS DE LA MONDONGUERA ENTRANDO POR EL RESTAURANTE EL SAGUAN,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,LOS POMOS 1,2013,19.215927,-70.508888
404,EL HIGUERO,JULIO CESAR LIMBAR EL HIGUERO CALLE LAS MARA AL LADO DEL TAMARINDO,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,JEREMIAS,2013,19.23288,-70.514153
436,COMEDERO ARRIBA,CALLE PRINCIPAL COMEDERO ARRIBA,CENTRO DE ZONA,CIBAO SUR,SANCHEZ RAMIREZ,COTUI,COMEDERO ARRIBA,2013,19.047468,-70.310927
562,JINOVA,CARRETERA PRINCIPAL,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,JUAN DE HERRERA,JINOVA 1,2013,18.8518,-71.2394
564,HATO DEL YAQUE,CALLE PRADERA DEL YAQUE NO 1,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NORTE,SANTIAGO,SANTIAGO,URB. ARTURO GRULLON,2013,19.453,-70.7692
625,BAITOITA,CALLE JUAN MIGUEL CUEVAS NO 24 A BARRIO BAITOITA,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,BARAHONA,ENRIQUILLO 1,2013,18.196592,-71.09518
1007,LOS MONTONES,CARRETERA MEDINA DESPUES DE HATO DAMAS EN LA ENTRADA LOS MONTONES,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,LOS MONTONES,2013,18.4197,-70.1151
1411,CPNA LA PALMILLA,PROYECTO HARAS NACIONALES CARRETERA LA VICTORIA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,LA PALMILLA,2013,18.64743,-69.91563
1419,CPNA MATA MAMON,C PRINCIAPAL MAMA MAMON,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,MATA MAMON,2013,18.6036,-69.7873
1426,CPNA FUNDACOSI SIGLO XXI,C PRICIPAL 14 LOS VIAJES GUARICANOS,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,ALTO DEL PARQUE,2013,18.536,-69.9303
1495,MATERNO DR REYNALDO ALMANZAR,PROLONGACION CHARLES DE GAULLE DENTRO DEL COMPLEJO HOSPITALARIO CIUDAD DE LA SALUD AL LADO DEL HOSPITAL TRAUMATOLOGICO DR NEY ARIAS LORA,HOSPITAL MATERNO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,VILLA ESPERANZA,2013,18.54705,-69.883109
1581,DR ANGEL CONTRERAS,CARRETERA EL DESVIO AL LADO DE LA FERRETERIA UNIVERSAL,HOSPITAL MEDIANA COMPLEJIDAD,HIGUAMO,MONTE PLATA,MONTE PLATA,EL DEPORTIVO,2013,18.8049,-69.7895
1595,CPNA  EL TAMARINDO ADENTRO,CALLE CENTRAL  ESQ DUARTE 1 MARGARA I EL TAMARINDO,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,MARGARA 1RO,2013,18.5387295,-69.8281693
1604,5 DE ABRIL,CALLE PRIMERA 5 DE ABRIL,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,SAN CRISTOBAL,5 DE ABRIL 1,2013,18.4336,-70.119
1605,CORBANO SUR 3,HERMANAS MIRABAL 71,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,SAN JUAN,CORBANO SUR 3,2013,18.8003,-71.2491
1617,27 DE FEBRERO,CALLE H SIN NUMERO ENTRE CALLE A Y CALLE B,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,27 DE FEBRERO 1,2013,19.2878208,-70.2527093
1619,CENTRO DE DIAGNOSTICO BARNEY MORGAN DNE,CALLE ALBERT THOMAS 305 ENSANCHE ESPAILLAT,CENTRO DIAGNOSTICO,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,BARNEY MORGAN,2013,18.5018,-69.8943
1636,EL QUEMADO,CARETERA EL QUEMADO MANGALARGA,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,EL QUEMADO,2013,19.3333,-70.5806
1642,VILLA CARMEN,C PROYECTO 1 DETRAS DEL ALMACEN ROBERT,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,LAS MATAS DE FARFAN,VILLA CARMEN 1,2013,18.8725343,-71.5198813
1654,TEOFILO GAUTIER,CALLE PRINCIPAL BARRIO EL MILLON,HOSPITAL MEDIANA COMPLEJIDAD,ENRIQUILLO,BARAHONA,BARAHONA,LAS SALINAS 2,2013,18.276958,-71.317734
1656,DR LUIS BONILLA CASTILLO,C SAN JOSE S N BARRIO NUEVO MATANCITA,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,NAGUA,MATANCITAS 1,2013,19.36543,-69.85062
1657,CRISTO REY,C 7MA ESQ SAN MIGUEL AL LADO DE LA CHANCHA DE BASKETBALL,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,SAN JUAN,CRISTO REY,2013,18.7979,-71.2305
1663,PEDIATRICO DR HUGO MENDOZA,AVENIDA CHARLES DE GAULLE  CIUDAD DE LA SALUD,HOSPITAL INFANTIL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,VILLA ESPERANZA,2013,18.54651,-69.882108
1665,ROSA CABRERA,CALLE EL SOL NO 43 FRENTE AL PARQUE,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,CAMBITA GARABITOS,EL PUEBLECITO 1,2013,18.4543,-70.1753
1681,ANTONIO FERNANDEZ,C AFRICA NUNEZ BAITOA,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NORTE,SANTIAGO,SANTIAGO,BAITOA,2013,19.327873,-70.701394
1756,ANAMUYA,CALLE 7 PROYECTO LAS MONJAS,CENTRO DE PRIMER NIVEL,YUMA,LA ALTAGRACIA,HIGÜEY,ANAMUYA,2013,18.631318,-68.6999887
1853,LAS YAYAS ARRIBA,C MARIA TRINIDAD SANCHEZ 3,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,LAS YAYAS DE VIAJAMA,LAS YAYAS 2,2013,18.60409,-70.93173
1854,GUAYABAL,C DUARTE 73,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,GUAYABAL,GUAYABAL 1,2013,18.75026,-70.83774
1892,PALAMARA,C PRINCIPAL BATEY  PALAMARA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,PEDRO BRAND,PALAMARA,2013,18.4825459,-70.0026197
1907,CENTRO CLINICO Y DIAGNOSTICO DE ATENCION PRIMARIA LA FERIA,AV INDEPENDENCIA CASI ESQUINA LINCONL NO,CENTRO DIAGNOSTICO,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,MATA HAMBRE 3,2013,18.4531945,-69.9241246
1909,INSTITUTO NACIONAL DEL CANCER ROSA EMILIA SANCHEZ PEREZ DE TAVARE,C CORREA Y CIDRON ESQ RAFAEL SANCHEZ COVELO ZONA UNIVERSITARIA,HOSPITAL ALTA COMPLEJIDAD,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,ZONA UNIVERSITARIA 1,2013,18.457628,-69.920181
1923,CENTRO DE ATENCION INTEGRAL A LAS DEPENDENCIAS CAIDEP,CALLE NICOLAS OVANDO ESQUINA JOSE FABREA,CENTRO AMBULATORIO,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,ENSANCHE LUPERON,2013,18.5027,-69.9016
1925,UNIDAD DE SALUD MENTAL PROFESOR RAMON REY ARDID,NICOLAS DE OVANDO ESQUINA JOSE FABREA DENTRO DEL HOSP FRANCISCO MOSCOSO PUELLO,CENTRO AMBULATORIO,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,ESPAILLAT,2013,18.493641,-69.890233
1986,CPNA GUARICANO,AVENIDA SANCHEZ EDIFICIO 2 APARTAMENTO 1A BARRIO 26 DE ENERO 1ERA ETAPA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,PROYECTO 26 DE ENERO 1,2013,18.545,-69.9324
2355,CONSULTORIO UTECO,AVENIDA UNIVERSITARIA NO 100,CONSULTORIO,CIBAO SUR,SANCHEZ RAMIREZ,COTUI,SECTOR QUITA SUEÑO,2013,19.0584638,-70.1617099
10,CENTRO DIAGNOSTICO Y PRIMER NIVEL DE ATENCION GREGORIO LUPERON,CALLE GRAL GREGORIO  LUPERON 1 PUEBLO CENTRO MONTE PLATA,CENTRO DE PRIMER NIVEL,HIGUAMO,MONTE PLATA,MONTE PLATA,30 DE MAYO,2014,18.8061,-69.7832
392,LIMONAL,CALLE PRINCIPAL EL LIMONAL PIEDRA BLANCA,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,JARABACOA,LIMONAL,2014,19.1523,-70.6534
417,COLONIA JAPONESA,ENTRADA COLONIA JAPONESA DETRAS DE LA ESCUELA,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,CONSTANZA,LA JAPONESA,2014,18.898581,-70.740013
1662,JUAN MARTHA,LA GUAMA CAYETANO GERMOSEN DETRAS DE LA ESCUELA PRIMARIA ISABEL ROSA PENA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,ESPAILLAT,CAYETANO GERMOSEN,LA GUAMA,2014,19.3113631,-70.4950819
1693,MIRADOR SUR,CALLE TEOFILO FERRER NUM 3 CENTRO DE LA CIUDAD EL SEIBO  REP DOM,CENTRO DE PRIMER NIVEL,YUMA,EL SEIBO,EL SEIBO,MIRADOR SUR ,2014,18.77,-69.0407
1746,LA JAGUA,C PRINCIPAL PARAJE RINCON DE BEBEDERO SECCION LA JAGUA MUNIC ARENOSO,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,DUARTE,ARENOSO,LA JAGUA,2014,19.1503346,-69.7212457
1852,MAURICIO COLLADO,EN LA GUAZUMA  LOS MONTONES,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SAN JOSE DE LAS MATAS,LOS MONTONES ABAJO,2014,19.255002,-70.91847
1861,CERRO GORDO,CARRETERA CERRO GORDO GUAYUBIN CENTRO COMUNAL CERRO GORDO,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,MONTE CRISTI,GUAYUBIN,CERRO GORDO,2014,19.662648,-71.5117
1862,BATEY ALEMAN,CALLE PRINCIPAL BATEY ALEMAN,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,ALEMAN,2014,18.481467,-69.2605
1863,VALLEJUELO,CENTRO DEL PUEBLO FRENTE AL PARQUE,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,VALLEJUELO,VALLEJUELO 1,2014,18.65345,-71.33453
